,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
145383,72971,"Emmy Gunilla ""Emy"" Machnow (-Almberg)",F,22.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
146017,73269,Paw Bnning Breinholst Madsen,M,23.0,183.0,90.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
146365,73451,Bernt Thomas Magnuson,M,21.0,186.0,77.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
146366,73451,Bernt Thomas Magnuson,M,21.0,186.0,77.0,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
146379,73458,Sven Anders Magnusson,M,27.0,174.0,79.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
146380,73459,Bo Christer Magnusson,M,26.0,192.0,90.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Handball,Handball Men's Handball,
146381,73460,Christine Kajumba Magnusson (-Gandrup),F,27.0,164.0,60.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Singles,
146382,73460,Christine Kajumba Magnusson (-Gandrup),F,31.0,164.0,60.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Singles,
146384,73462,Emil Magnusson,M,24.0,186.0,85.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Discus Throw,
146385,73462,Emil Magnusson,M,24.0,186.0,85.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,"Athletics Men's Discus Throw, Both Hands",Bronze
146386,73463,Glenn Inge Magnusson,M,23.0,180.0,70.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Cycling,"Cycling Men's Road Race, Individual",
146387,73463,Glenn Inge Magnusson,M,27.0,180.0,70.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",
146388,73463,Glenn Inge Magnusson,M,31.0,180.0,70.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Road Race, Individual",
146389,73464,Klas Gsta Natanael Magnusson,M,32.0,,82.0,Sweden,SWE,1948 Summer,1948,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
146390,73465,Maja Greta Magnusson,F,23.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's 4 x 100 metres Relay,
146391,73465,Maja Greta Magnusson,F,23.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Women's Long Jump,
146392,73466,Hans Sture (-Hans Lindmajstrhle) Magnusson,M,23.0,181.0,81.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Speed Skating,Speed Skating Men's 500 metres,
146393,73466,Hans Sture (-Hans Lindmajstrhle) Magnusson,M,23.0,181.0,81.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 1,000 metres",
146394,73466,Hans Sture (-Hans Lindmajstrhle) Magnusson,M,23.0,181.0,81.0,Sweden,SWE,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 1,500 metres",
146395,73466,Hans Sture (-Hans Lindmajstrhle) Magnusson,M,27.0,181.0,81.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Speed Skating,Speed Skating Men's 500 metres,
146396,73466,Hans Sture (-Hans Lindmajstrhle) Magnusson,M,27.0,181.0,81.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,000 metres",
146397,73466,Hans Sture (-Hans Lindmajstrhle) Magnusson,M,27.0,181.0,81.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Speed Skating,"Speed Skating Men's 1,500 metres",
146404,73470,Lennart Carl Oscar Magnusson,M,28.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's epee, Team",Silver
146405,73471,Per-Alvar Magnusson,M,22.0,187.0,74.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
146406,73471,Per-Alvar Magnusson,M,22.0,187.0,74.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
146407,73472,Ragnar Karl Magnusson,M,26.0,176.0,60.0,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 5,000 metres",
146408,73472,Ragnar Karl Magnusson,M,26.0,176.0,60.0,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Athletics,"Athletics Men's 10,000 metres",
146409,73473,Rolf Carl Gustaf Magnusson,M,30.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Individual",
146410,73473,Rolf Carl Gustaf Magnusson,M,30.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",
146411,73474,John Verner Magnusson,M,29.0,168.0,59.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 10,000 metres",
146412,73474,John Verner Magnusson,M,29.0,168.0,59.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Individual",
146413,73474,John Verner Magnusson,M,29.0,168.0,59.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze
146896,73732,Sven Christer Majbck,M,24.0,184.0,72.0,Sweden,SWE,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,
146897,73732,Sven Christer Majbck,M,28.0,184.0,72.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,Bronze
146898,73732,Sven Christer Majbck,M,28.0,184.0,72.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
146899,73732,Sven Christer Majbck,M,28.0,184.0,72.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
146900,73732,Sven Christer Majbck,M,28.0,184.0,72.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
146901,73732,Sven Christer Majbck,M,28.0,184.0,72.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
146902,73732,Sven Christer Majbck,M,30.0,184.0,72.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,
146903,73732,Sven Christer Majbck,M,30.0,184.0,72.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
146904,73732,Sven Christer Majbck,M,30.0,184.0,72.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,
146905,73732,Sven Christer Majbck,M,30.0,184.0,72.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
147007,73776,Alexandre Majorov,M,22.0,167.0,68.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,
147662,74091,Bernt Max Malion,M,22.0,206.0,93.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Basketball,Basketball Men's Basketball,
147678,74102,Lars Arvid Gran Malkar,M,22.0,201.0,85.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Fencing,"Fencing Men's Foil, Individual",
147679,74102,Lars Arvid Gran Malkar,M,26.0,201.0,85.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Fencing,"Fencing Men's epee, Team",
147755,74141,Jeanette Marianne Malm,F,28.0,166.0,63.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Modern Pentathlon,Modern Pentathlon Women's Individual,
147756,74142,Karl Oskar Ragnar Malm,M,18.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Individual",
147757,74142,Karl Oskar Ragnar Malm,M,18.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Gold
147758,74142,Karl Oskar Ragnar Malm,M,26.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Individual",
147759,74142,Karl Oskar Ragnar Malm,M,26.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Cycling,"Cycling Men's Road Race, Team",Silver
147760,74142,Karl Oskar Ragnar Malm,M,30.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Individual",
147761,74142,Karl Oskar Ragnar Malm,M,30.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Cycling,"Cycling Men's Road Race, Team",Bronze
147762,74143,Sven August Malm,M,26.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 100 metres,
147763,74143,Sven August Malm,M,26.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 200 metres,
147764,74143,Sven August Malm,M,26.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
147765,74143,Sven August Malm,M,26.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,
147766,74144,Bror Teodor Malm,M,18.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Football,Football Men's Football,
147768,74146,Nils Algot Malmberg,M,25.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Lightweight, Freestyle",
147770,74148,Erik Malmberg,M,27.0,,,Sweden,SWE,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
147771,74148,Erik Malmberg,M,31.0,,,Sweden,SWE,1928 Summer,1928,Summer,Amsterdam,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
147772,74148,Erik Malmberg,M,35.0,,,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
147774,74150,Lars Ove Gsta Malmberg,M,22.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,
147778,74154,Lars Ragnar Malmkvist,M,20.0,161.0,62.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
147779,74154,Lars Ragnar Malmkvist,M,24.0,161.0,62.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
147783,74156,Hkan Malmrot,M,19.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 200 metres Breaststroke,Gold
147784,74156,Hkan Malmrot,M,19.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 400 metres Breaststroke,Gold
147785,74157,Bengt Gunnar Malmsten,M,29.0,,,Sweden,SWE,1952 Winter,1952,Winter,Oslo,Speed Skating,Speed Skating Men's 500 metres,
147786,74157,Bengt Gunnar Malmsten,M,33.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,Speed Skating Men's 500 metres,
147787,74157,Bengt Gunnar Malmsten,M,33.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Speed Skating,"Speed Skating Men's 1,500 metres",
147788,74158,Gustaf Adolf Malmsten,M,22.0,175.0,67.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Standing Long Jump,
147789,74159,Benny Staffan Malmsten (Eriksson-),M,25.0,177.0,80.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",
147790,74159,Benny Staffan Malmsten (Eriksson-),M,25.0,177.0,80.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
147791,74160,Gustaf Hjalmar Malmstrm,M,23.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
147792,74160,Gustaf Hjalmar Malmstrm,M,27.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver
147794,74162,Karl Fritiof Malmstrm,M,32.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Diving,Diving Men's Springboard,
147795,74162,Karl Fritiof Malmstrm,M,32.0,,,Sweden,SWE,1908 Summer,1908,Summer,London,Diving,Diving Men's Platform,Silver
147796,74163,"Eva-Charlotte ""Lotta"" Malmstrm",F,24.0,174.0,54.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Athletics,Athletics Women's 4 x 400 metres Relay,
147797,74164,Jarl Sune Malmstrm,M,22.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Singles,
147798,74164,Jarl Sune Malmstrm,M,22.0,,,Sweden-1,SWE,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Mixed Doubles,
147799,74164,Jarl Sune Malmstrm,M,22.0,,,Sweden-2,SWE,1920 Summer,1920,Summer,Antwerpen,Tennis,Tennis Men's Doubles,
148482,74501,John Anders Erik Mannelqvist,M,27.0,180.0,73.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 10 kilometres Sprint,
148483,74501,John Anders Erik Mannelqvist,M,27.0,180.0,73.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,
148600,74536,Bror Karl Anton Mannstrm,M,27.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Modern Pentathlon,Modern Pentathlon Men's Individual,
148728,74595,Gustaf Edvard Mnsson,M,27.0,,,K.S.S.S. 1912-2,SWE,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,
148729,74596,"Johanna Maria Christina ""Tina"" Mnsson",F,29.0,166.0,64.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,
149830,75147,Knut Olof Mark,M,39.0,,,Sass-2,SWE,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 6 metres,
149885,75169,Hanna Gunilla Marklund,F,22.0,170.0,59.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,
149886,75169,Hanna Gunilla Marklund,F,26.0,170.0,59.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,
149887,75170,Nils Pether Markne,M,38.0,175.0,68.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Individual",
149888,75170,Nils Pether Markne,M,38.0,175.0,68.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Dressage, Team",
149986,75219,Hans Peter Markstrm,M,26.0,185.0,80.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,
149987,75219,Hans Peter Markstrm,M,28.0,185.0,80.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Men's 500 metres,
149988,75219,Hans Peter Markstrm,M,28.0,185.0,80.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Speed Skating,"Speed Skating Men's 1,000 metres",
150055,75248,Anna Louise Marmont,F,30.0,158.0,50.0,Sweden,SWE,1998 Winter,1998,Winter,Nagano,Curling,Curling Women's Curling,Bronze
150056,75248,Anna Louise Marmont,F,34.0,158.0,50.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,
150389,75448,Gran Simon Marstrm,M,37.0,180.0,74.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Sailing,Sailing Mixed Multihull,Bronze
150390,75448,Gran Simon Marstrm,M,41.0,180.0,74.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Sailing,Sailing Mixed Multihull,
150391,75448,Gran Simon Marstrm,M,45.0,180.0,74.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Multihull,
150392,75448,Gran Simon Marstrm,M,49.0,180.0,74.0,Sweden,SWE,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Mixed Multihull,
150421,75465,Jean-Henrik Martell,M,27.0,187.0,88.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Double Sculls,
150444,75479,Ulla Agneta Linna Mrtensson (-Baron),F,18.0,173.0,61.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
150445,75479,Ulla Agneta Linna Mrtensson (-Baron),F,18.0,173.0,61.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 100 metres Butterfly,
150446,75479,Ulla Agneta Linna Mrtensson (-Baron),F,18.0,173.0,61.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Butterfly,
150447,75479,Ulla Agneta Linna Mrtensson (-Baron),F,18.0,173.0,61.0,Sweden,SWE,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
150448,75479,Ulla Agneta Linna Mrtensson (-Baron),F,22.0,173.0,61.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,
150449,75480,Anders Mrtensson,M,27.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Individual",
150450,75480,Anders Mrtensson,M,27.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Vaulting, Team",Bronze
150451,75481,Folke Frithiof Martens Mrtensson,M,23.0,,70.0,Sweden,SWE,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold
150452,75482,Pia Carina Mrtensson (-Kruners),F,17.0,177.0,64.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 100 metres Freestyle,
150453,75482,Pia Carina Mrtensson (-Kruners),F,17.0,177.0,64.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 200 metres Freestyle,
150454,75482,Pia Carina Mrtensson (-Kruners),F,17.0,177.0,64.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
150455,75483,Stig Bertil Mrtensson,M,29.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Individual",
150456,75483,Stig Bertil Mrtensson,M,29.0,,,Sweden,SWE,1952 Summer,1952,Summer,Helsinki,Cycling,"Cycling Men's Road Race, Team",
150457,75484,Torbjrn Mrtensson (-Bryde),M,24.0,185.0,75.0,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,
150593,75568,Frank Hugo Martin,M,34.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Equestrianism,"Equestrianism Men's Jumping, Team",Gold
150721,75630,Nils Roderick Martin,M,25.0,187.0,75.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Individual,
150722,75630,Nils Roderick Martin,M,25.0,187.0,75.0,Sweden,SWE,1984 Summer,1984,Summer,Los Angeles,Modern Pentathlon,Modern Pentathlon Men's Team,
150723,75630,Nils Roderick Martin,M,29.0,187.0,75.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual,
150724,75630,Nils Roderick Martin,M,29.0,187.0,75.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Team,
150769,75654,Kim Kristine Martin-Hasson,F,15.0,166.0,68.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
150770,75654,Kim Kristine Martin-Hasson,F,19.0,166.0,68.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
150771,75654,Kim Kristine Martin-Hasson,F,23.0,166.0,68.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,
150772,75654,Kim Kristine Martin-Hasson,F,27.0,166.0,68.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,
151266,75919,Barbro Martinsson (-Grahn),F,20.0,172.0,62.0,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
151267,75919,Barbro Martinsson (-Grahn),F,24.0,172.0,62.0,Sweden,SWE,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
151268,75919,Barbro Martinsson (-Grahn),F,28.0,172.0,62.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
151269,75919,Barbro Martinsson (-Grahn),F,28.0,172.0,62.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
151270,75919,Barbro Martinsson (-Grahn),F,28.0,172.0,62.0,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver
151271,75919,Barbro Martinsson (-Grahn),F,32.0,172.0,62.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,
151272,75919,Barbro Martinsson (-Grahn),F,32.0,172.0,62.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,
151273,75919,Barbro Martinsson (-Grahn),F,32.0,172.0,62.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Cross Country Skiing,Cross Country Skiing Women's 3 x 5 kilometres Relay,Silver
151274,75920,Hans Mikael Martinsson,M,23.0,182.0,69.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
151275,75920,Hans Mikael Martinsson,M,23.0,182.0,69.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
151276,75920,Hans Mikael Martinsson,M,23.0,182.0,69.0,Sweden,SWE,1992 Winter,1992,Winter,Albertville,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
151277,75920,Hans Mikael Martinsson,M,25.0,182.0,69.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
151278,75920,Hans Mikael Martinsson,M,25.0,182.0,69.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
151279,75920,Hans Mikael Martinsson,M,25.0,182.0,69.0,Sweden,SWE,1994 Winter,1994,Winter,Lillehammer,Ski Jumping,"Ski Jumping Men's Large Hill, Team",
151280,75921,"Sven-Olov Roland ""Olle"" Martinsson",M,19.0,,,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
151281,75921,"Sven-Olov Roland ""Olle"" Martinsson",M,19.0,,,Sweden,SWE,1964 Winter,1964,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",
151282,75922,Sven Erik Martinsson,M,32.0,179.0,73.0,Sweden,SWE,1968 Winter,1968,Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,
152230,76417,Berndt Edvin Mathiasson,M,22.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
152499,76528,Martin Johannes Matsbo (Gustafsson-),M,24.0,,,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,
152500,76528,Martin Johannes Matsbo (Gustafsson-),M,24.0,,,Sweden,SWE,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
152869,76717,Lars Andreas Bertilsson Matton,M,23.0,,,Chance,SWE,1948 Summer,1948,Summer,London,Sailing,Sailing Mixed Two Person Keelboat,
152877,76722,Per Alfred Mattson,M,,,,Roddklubben af 1912-2,SWE,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,
152878,76723,Albert Ragnar Mattson (-Bernlf),M,20.0,,,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's High Jump,
152879,76724,Gustaf Isidor Mattsson,M,26.0,169.0,60.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres Steeplechase",
152880,76724,Gustaf Isidor Mattsson,M,26.0,169.0,60.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Individual",
152881,76724,Gustaf Isidor Mattsson,M,26.0,169.0,60.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's Cross-Country, Team",Bronze
152882,76725,Hkan Ronny Mattsson,M,23.0,180.0,75.0,Sweden,SWE,1976 Summer,1976,Summer,Montreal,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",
152883,76726,Hansjacob Emanuel Mattsson,M,29.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Ice Hockey,Ice Hockey Men's Ice Hockey,
152884,76727,"John Waldemar ""Johan"" Mattsson",M,25.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Men's Pole Vault,
152885,76728,Malin Johanna Mattsson,F,28.0,169.0,63.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",
152886,76729,Jens Kristian Mattsson (-Malmsj),M,28.0,196.0,75.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Multihull,
152888,76731,Lars Anton Mattsson,M,24.0,,,Sweden,SWE,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Downhill,
152892,76733,Niklas Kristoffer Mattsson,M,21.0,188.0,77.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Men's Slopestyle,
